model_code,sku,productidweb,category_code,brand_id,brand,Sản xuất tại,Chất liệu thân vỏ,Tiện ích,Cao,Ngang,Sâu,Khối lượng máy,Công suất đầu ra,Độ ồn,Số lượng,Dòng sản phẩm,Loại sản phẩm,Bảng điều khiển,Công nghệ,Công nghệ sấy,Chương trình,Dài ống cấp nước,Dài ống xả nước,Tiêu thụ nước,Chất liệu cửa,Khay chén,giá gốc,giá khuyến mãi,khuyến mãi quà
179203,3053859000083,284265,39,185,Beko,Thổ Nhĩ Kỳ,Thép không gỉ,"Tăng tốc Fast+ | Đèn LED báo hết muối, hết nước làm bóng | Chống tràn và rò rỉ | Hẹn giờ bắt đầu rửa | Sấy khô tăng cường | Vòi rửa tăng cường AquaIntense | Rửa bán tải Half load",85,59,60,52,1800W - 2100W,43 dB,3 - 4 bữa ăn Việt (14 bộ châu Âu),2022,Máy rửa chén độc lập,Màn hình hiển thị | Cảm ứng | Biểu tượng chương trình hoạt động,Rửa bằng nước nóng,Sấy khô bằng quạt,Rửa chuyên sâu | Rửa đồ thủy tinh | Rửa tiêu chuẩn (tiết kiệm) | Rửa hỗn hợp AquaFlex | Rửa sơ | Xả trước | Rửa tự động | Rửa nhanh,147,182,~ 9.5 lít/lần rửa,Thép không gỉ,"Khay dao kéo | Khay trên có thể thay đổi chiều cao | Khay dưới | Giỏ đựng dao, muỗng, đũa",,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179202,3053859000066,284264,39,185,Beko,Thổ Nhĩ Kỳ,Thép không gỉ,"Hẹn giờ bắt đầu rửa (từ 1 - 24 tiếng) | Đèn LED báo hết muối, hết nước làm bóng | Chống tràn và rò rỉ | Cài đặt máy theo độ cứng của nước | Công nghệ ProSmartInverter tiết kiệm điện | Vòi rửa tăng cường AquaIntense | Rửa bán tải Half load",85,59,60,48,1800W - 2100W,43 dB,3 - 4 bữa ăn Việt (13 bộ Châu Âu),2022,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị | Biểu tượng chương trình hoạt động,Vòi rửa tăng cường Aqualntense | Rửa bằng nước nóng,Sấy tăng cường,Rửa chuyên sâu | Rửa đồ thủy tinh | Rửa tiêu chuẩn (tiết kiệm) | Rửa hỗn hợp AquaFlex | Rửa sơ | Xả trước | Rửa tự động | Rửa nhanh,147,182,~ 9.5 lít/lần rửa,Thép không gỉ,"Khay dao kéo | Khay trên có thể thay đổi chiều cao | Khay dưới | Giỏ đựng dao, muỗng, đũa",,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179122,3053859000062,275589,39,368,Galanz,Trung Quốc,Thép không gỉ,"Khoá trẻ em | Đèn LED báo hết muối, hết nước làm bóng | Hẹn giờ bắt đầu rửa | Cài đặt máy theo độ cứng của nước",83,45,60,37,1850W,49 dB,3 - 4 bữa ăn Việt (11 bộ Châu Âu),2021,Máy rửa chén độc lập,Màn hình hiển thị | Tiếng Anh | Cảm ứng,Rửa bằng nước nóng,Inherent Heat - Sấy nhiệt dư,Rửa chuyên sâu | Rửa nhẹ | Rửa 60 phút | Rửa tiêu chuẩn (tiết kiệm) | Xả trước | Rửa nhanh,156,159,~ 10 lít/lần rửa,Thép không gỉ,Khay dao kéo | Khay dưới | Khay trên,,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179121,3053859000065,275587,39,343,Whirlpool,Ba Lan,Thép không gỉ,Khoá trẻ em | Đèn báo hết muối | Hẹn giờ bắt đầu rửa (từ 1 - 24 tiếng) | Tự động hé cửa ở cuối chương trình | Cài đặt máy theo độ cứng của nước | Rửa đa vùng,85,60,59,49,1900W,46 dB,3 - 4 bữa ăn Việt (13 bộ Châu Âu),2022,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị | Tiếng Anh,Rửa bằng nước nóng | Công nghệ giác quan thứ 6 - 6th SENSE,NaturalDry - Sấy đối lưu,Rửa nhẹ | Rửa đồ thủy tinh | Rửa tiêu chuẩn (tiết kiệm) | Rửa mạnh | Rửa yên tĩnh | Rửa sơ | Rửa nhanh 30 phút | 6th SENSE,146,155,~ 2660 lít/năm,Thép không gỉ,"Khay dưới | Giỏ đựng dao, muỗng, đũa | Khay trên",,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179120,3053859000064,275586,39,343,Whirlpool,Ba Lan,Thép không gỉ,"Đèn LED báo hết muối, hết nước làm bóng | Chống tràn và rò rỉ | Cài đặt máy theo độ cứng của nước | Hẹn giờ bắt đầu rửa (từ 1 - 12 tiếng)",81,60,55,49,1900W,43 dB,3 - 4 bữa ăn Việt (13 bộ Châu Âu),2022,Máy rửa chén âm tủ,Nút nhấn | Màn hình hiển thị | Tiếng Anh,Rửa bằng nước nóng | Công nghệ giác quan thứ 6 - 6th SENSE,NaturalDry - Sấy đối lưu,Vệ sinh máy | Rửa đồ thủy tinh | Rửa tiêu chuẩn (tiết kiệm) | Rửa mạnh | Rửa yên tĩnh | Rửa và sấy nhanh | Rửa sơ | Rửa nhanh 30 phút | 6th SENSE | Tự làm sạch,157,143,~ 9.5 lít/lần rửa,Thép không gỉ,"Khay dưới | Giỏ đựng dao, muỗng, đũa | Khay trên",24540000,24540000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179119,3053859000063,275585,39,343,Whirlpool,Ba Lan,Thép không gỉ,"Đèn LED báo hết muối, hết nước làm bóng | Cài đặt máy theo độ cứng của nước | Hẹn giờ bắt đầu rửa (từ 1 - 8 tiếng) | Rửa bán tải Half load",85,60,61,49,1900W,49 dB,3 - 4 bữa ăn Việt (13 bộ Châu Âu),2022,Máy rửa chén độc lập,Nút nhấn | Tiếng Anh,Rửa bằng nước nóng,NaturalDry - Sấy đối lưu,Rửa tiêu chuẩn (tiết kiệm) | Rửa mạnh | Rửa hỗn hợp | Rửa sơ | Rửa nhanh 30 phút,146,155,~ 12 lít/lần rửa,Thép không gỉ,"Khay dưới | Giỏ đựng dao, muỗng, đũa | Khay trên",,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179013,3053859000050,259981,39,133,Bosch,Đức,Thép sơn tĩnh điện,"Điều khiển bằng điện thoại thông qua ứng dụng Home Connect | Đèn LED báo hết muối, hết nước làm bóng | Aquastop - tự ngắt nguồn nước khi có rò rỉ | Chức năng vệ sinh máy Machine care | Chức năng ghi nhớ chương trình rửa Favourite | Đệm cao su cố định dụng cụ thủy tinh | Chức năng hẹn giờ  (từ 1 - 24 tiếng)",84,60,60,55,2400W,43 dB,3 - 4 bữa ăn Việt (14 bộ châu Âu),2021,Máy rửa chén độc lập,Màn hình hiển thị | Tiếng Anh | Cảm ứng,Công nghệ rửa diệt khuẩn Hygiene Plus | Hỗ trợ hòa tan viên tẩy rửa Dosage Assistant | ExtraClean Zone | Công nghệ rửa nhanh SpeedPerfect+ | Rửa bằng nước nóng,Heat Exchanger - Sấy trao đổi nhiệt | EfficientDry | Extra Dry - Sấy tăng cường | Sấy Zeolith,Rửa chuyên sâu | Rửa đồ thủy tinh | Rửa 60 phút | Rửa tiêu chuẩn (tiết kiệm) | Ghi nhớ chương trình (chương trình yêu thích) | Rửa siêu tĩnh | Rửa tự động | Rửa nhanh,169,194,~ 9.5 lít/lần rửa,Thép không gỉ,Khay dao kéo | Khay trên có thể thay đổi chiều cao | Khay dưới,40900000,32490000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179012,3053859000049,259980,39,133,Bosch,Đức,Thép sơn tĩnh điện,"Điều khiển bằng điện thoại thông qua ứng dụng Home Connect | Đèn LED báo hết muối, hết nước làm bóng | Aquastop - tự ngắt nguồn nước khi có rò rỉ | Chức năng ghi nhớ chương trình rửa Favourite | Chức năng hẹn giờ  (từ 1 - 24 tiếng) | Rửa bán tải Half load",84,60,61,49,2400W,44 dB,3 - 4 bữa ăn Việt (13 bộ Châu Âu),2021,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị | Tiếng Anh,Hỗ trợ hòa tan viên tẩy rửa Dosage Assistant | Công nghệ rửa nhanh SpeedPerfect+ | Rửa bằng nước nóng,Heat Exchanger - Sấy trao đổi nhiệt | Extra Dry - Sấy tăng cường,Rửa chuyên sâu | Rửa 60 phút | Rửa tiêu chuẩn (tiết kiệm) | Ghi nhớ chương trình (chương trình yêu thích) | Rửa tự động | Rửa nhanh,170,189,~ 9.5 lít/lần rửa,Thép sơn tĩnh điện,"Khay dưới | Giỏ đựng dao, muỗng, đũa | Khay trên",,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179011,3053859000048,259979,39,133,Bosch,Đức,Thép sơn tĩnh điện,"Khoá trẻ em | Điều khiển bằng điện thoại thông qua ứng dụng Home Connect | Đèn LED báo hết muối, hết nước làm bóng | Cài đặt máy theo độ cứng của nước | Chức năng vệ sinh máy Machine care | Chức năng ghi nhớ chương trình rửa Favourite | Chức năng hẹn giờ  (từ 1 - 24 tiếng) | Rửa bán tải Half load",84,60,60,48,2400W,46 dB,3 - 4 bữa ăn Việt (13 bộ Châu Âu),2021,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị | Tiếng Anh,Hỗ trợ hòa tan viên tẩy rửa Dosage Assistant | Công nghệ rửa nhanh SpeedPerfect+ | Rửa bằng nước nóng,Heat Exchanger - Sấy trao đổi nhiệt,Rửa ngâm tráng qua nước lạnh | Rửa chuyên sâu | Rửa 60 phút | Rửa tiêu chuẩn (tiết kiệm) | Rửa siêu tĩnh | Rửa tự động,169,188,~ 9.5 lít/lần rửa,Thép không gỉ,"Khay dưới | Giỏ đựng dao, muỗng, đũa | Khay trên",,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179010,3053859000047,259978,39,133,Bosch,Thổ Nhĩ Kỳ,Thép sơn tĩnh điện,"Điều khiển bằng điện thoại thông qua ứng dụng Home Connect | Đèn LED báo hết muối, hết nước làm bóng | Aquastop - tự ngắt nguồn nước khi có rò rỉ | Chức năng vệ sinh máy Machine care | Chức năng ghi nhớ chương trình rửa Favourite | Chức năng tăng tốc độ rửa SpeedPerfect | Chức năng hẹn giờ  (từ 1 - 24 tiếng) | Khay VarioFlex | Extra Dry - Sấy tăng cường | Chế độ làm sạch Hygiene Plus | Rửa bán tải Half load",84,60,60,48,2400W,46 dB,3 - 4 bữa ăn Việt (12 bộ Châu Âu),2021,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị | Tiếng Anh,Hỗ trợ hòa tan viên tẩy rửa Dosage Assistant | Vario Speed Plus: tiết kiệm 65% thời gian rửa | Rửa bằng nước nóng,Heat Exchanger - Sấy trao đổi nhiệt,Rửa chuyên sâu | Rửa 60 phút | Rửa tiêu chuẩn (tiết kiệm) | Ghi nhớ chương trình (chương trình yêu thích) | Rửa tự động | Rửa nhanh,165,190,~ 9.5 lít/lần rửa,Thép không gỉ,"Khay dưới | Giỏ đựng dao, muỗng, đũa | Khay trên",,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179009,3053859000046,259977,39,133,Bosch,Thổ Nhĩ Kỳ,Thép sơn tĩnh điện,"Điều khiển bằng điện thoại thông qua ứng dụng Home Connect | Đèn LED báo hết muối, hết nước làm bóng | Aquastop - tự ngắt nguồn nước khi có rò rỉ | Cài đặt máy theo độ cứng của nước | Chức năng vệ sinh máy Machine care | Chức năng ghi nhớ chương trình rửa Favourite | Chức năng hẹn giờ  (từ 1 - 24 tiếng) | Rửa bán tải Half load",84,60,60,48,2400W,46 dB,3 - 4 bữa ăn Việt (12 bộ Châu Âu),2021,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị | Tiếng Anh,Hỗ trợ hòa tan viên tẩy rửa Dosage Assistant | Công nghệ rửa nhanh SpeedPerfect+ | Rửa bằng nước nóng,Extra Dry - Sấy tăng cường,Rửa chuyên sâu | Rửa 60 phút | Rửa tiêu chuẩn (tiết kiệm) | Ghi nhớ chương trình (chương trình yêu thích) | Rửa tự động | Rửa nhanh,172,192,~ 9.5 lít/lần rửa,Thép sơn tĩnh điện,"Khung xương khay dưới có thể gập xuống | Khung xương khay trên có thể gập xuống | Khay trên có thể thay đổi chiều cao | Giỏ đựng dao, muỗng, đũa",,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179007,3053859000044,258321,39,133,Bosch,Đức,Thép sơn tĩnh điện,"Điều khiển bằng điện thoại thông qua ứng dụng Home Connect | Tự động hé cửa ở cuối chương trình | Đèn LED báo hết muối, hết nước làm bóng | Aquastop - tự ngắt nguồn nước khi có rò rỉ | AquaSensor - Cảm biến nước | Chức năng vệ sinh máy Machine care | Vùng rửa sâu | Chức năng ghi nhớ chương trình rửa Favourite | Chức năng hẹn giờ  (từ 1 - 24 tiếng)",84,60,60,55,2400W,42 dB,3 - 4 bữa ăn Việt (13 bộ Châu Âu),2021,Máy rửa chén độc lập,Màn hình hiển thị | Tiếng Anh | Cảm ứng,Hỗ trợ hòa tan viên tẩy rửa Dosage Assistant | Công nghệ rửa nhanh SpeedPerfect+ | Rửa bằng nước nóng,Extra Dry - Sấy tăng cường,Rửa chuyên sâu | Rửa đồ thủy tinh | Rửa 60 phút | Rửa tiêu chuẩn (tiết kiệm) | Rửa siêu tĩnh | Rửa tự động | Vệ sinh máy Machine care | Rửa nhanh,167,187,~ 6.7 lít/lần rửa,Thép không gỉ,Khung xương khay dưới có thể gập xuống | Khung xương khay trên có thể gập xuống | Khay dao kéo | Khay trên có thể thay đổi chiều cao | Khay dưới,,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
178963,3053859000040,249683,39,368,Galanz,Trung Quốc,Thép,"Khoá trẻ em | Hẹn giờ bắt đầu rửa (từ 1 - 24 tiếng) | Đèn LED báo hết muối, hết nước làm bóng | Chống tràn và rò rỉ | Cài đặt máy theo độ cứng của nước",83,45,60,39,1850W,49 dB,3 - 4 bữa ăn Việt (11 bộ Châu Âu),2021,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị | Tiếng Anh,Rửa bằng nước nóng,Inherent Heat - Sấy nhiệt dư,Rửa chuyên sâu | Rửa nhẹ | Rửa 60 phút | Rửa tiêu chuẩn (tiết kiệm) | Xả trước | Rửa nhanh,162,158,~ 10 lít/lần rửa,Thép không gỉ,Khung xương khay dưới có thể gập xuống | Khung xương khay trên có thể gập xuống | Khay dao kéo | Khay trên có thể thay đổi chiều cao | Khay dưới,,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
178819,3053859000023,232964,39,368,Galanz,Trung Quốc,Thép,"Khoá trẻ em | Hai vùng rửa độc lập | Hẹn giờ bắt đầu rửa (từ 1 - 24 tiếng) | Đèn LED báo hết muối, hết nước làm bóng | Chống tràn và rò rỉ | Cài đặt máy theo độ cứng của nước",83,60,60,46,1850W,49 dB,3 - 4 bữa ăn Việt (15 bộ Châu Âu),2021,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị | Tiếng Anh,Rửa bằng nước nóng,Inherent Heat - Sấy nhiệt dư,Rửa chuyên sâu | Rửa 60 phút | Rửa tiêu chuẩn (tiết kiệm) | Rửa sơ | Xả trước | Rửa nhanh,155,162,~ 10 lít/lần rửa,Thép không gỉ,Khung xương khay dưới có thể gập xuống | Khung xương khay trên có thể gập xuống | Khay dao kéo | Khay trên có thể thay đổi chiều cao | Khay dưới,11790000,11790000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
178818,3053859000022,232962,39,368,Galanz,Trung Quốc,Thép,"Khoá trẻ em | Hai vùng rửa độc lập | Hẹn giờ bắt đầu rửa (từ 1 - 24 tiếng) | Đèn LED báo hết muối, hết nước làm bóng | Chống tràn và rò rỉ | Cài đặt máy theo độ cứng của nước",83,45,60,39,1850W,49 dB,3 - 4 bữa ăn Việt (11 bộ Châu Âu),2021,Máy rửa chén độc lập,Màn hình hiển thị | Tiếng Anh | Cảm ứng,Rửa bằng nước nóng,Inherent Heat - Sấy nhiệt dư,Rửa chuyên sâu | Rửa 60 phút | Rửa tiêu chuẩn (tiết kiệm) | Rửa sơ | Xả trước | Rửa nhanh,155,162,~ 10 lít/lần rửa,Thép không gỉ,Khay dao kéo | Khay dưới | Khay trên,,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
178817,3053859000021,232927,39,368,Galanz,Trung Quốc,Thép,"Khoá trẻ em | Hai vùng rửa độc lập | Hẹn giờ bắt đầu rửa (từ 1 - 24 tiếng) | Đèn LED báo hết muối, hết nước làm bóng | Chống tràn và rò rỉ | Cài đặt máy theo độ cứng của nước",83,45,60,41,1850W,49 dB,3 - 4 bữa ăn Việt (11 bộ Châu Âu),2021,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị | Tiếng Anh,Rửa bằng nước nóng,Inherent Heat - Sấy nhiệt dư,Rửa chuyên sâu | Rửa nhẹ | Rửa 60 phút | Rửa tiêu chuẩn (tiết kiệm) | Xả trước | Rửa nhanh,155,162,~ 10 lít/lần rửa,Thép không gỉ,Khay dao kéo | Khay dưới | Khay trên,8990000,8990000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
178697,3053859000015,219203,39,345,Candy,Thổ Nhĩ Kỳ,Thép không gỉ,"Khoá trẻ em | Ghi nhớ chương trình sử dụng gần nhất | Chức năng rửa nhanh | Chống tràn và rò rỉ | Kết nối Wifi – Bluetooth, giúp điều khiển bằng điện thoại",86,60,58,43,2150W,54 dB,3 - 4 bữa ăn Việt (13 bộ Châu Âu),2019,Máy rửa chén độc lập,Nút nhấn | Tiếng Anh,Rửa bằng nước nóng,Sấy ngưng tụ,Rửa chuyên sâu | Rửa đồ thủy tinh | Rửa tiêu chuẩn (tiết kiệm) | Toàn phần | Rửa sơ,148,169,~ 11 lít/lần rửa,Thép không gỉ,"Khay trên có thể thay đổi chiều cao | Khay dưới | Giỏ đựng dao, muỗng, đũa",,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
178667,3053859000014,216160,39,345,Candy,Thổ Nhĩ Kỳ,Thép không gỉ,"Có ngăn chứa muỗng, đũa, dao, kéo | Công nghệ Smarttouch kết nối với điện thoại thông minh | Ghi nhớ chương trình sử dụng gần nhất | Hẹn giờ bắt đầu rửa (từ 1 - 23 tiếng) | Chức năng rửa nhanh | Chức năng tự làm mềm nước | Cảm biến độ bẩn của nước - Junger Super AI Cleaning",,,,,2150W,43 dB,~4 bữa ăn Việt (16 bộ Châu Âu),2019,Máy rửa chén độc lập,Màn hình hiển thị | Tiếng Anh | Cảm ứng,,,,,,~ 10 lít/lần rửa,Thép không gỉ,,,,
178666,3053859000013,216157,39,345,Candy,Thổ Nhĩ Kỳ,Thép không gỉ,"Có ngăn chứa muỗng, đũa, dao, kéo | Công nghệ Smarttouch kết nối với điện thoại thông minh | Ghi nhớ chương trình sử dụng gần nhất | Hẹn giờ bắt đầu rửa (từ 1 - 23 tiếng) | Chức năng rửa nhanh | Chức năng tự làm mềm nước | Cảm biến độ bẩn của nước - Junger Super AI Cleaning",85,60,61,46,2150W,43 dB,~4 bữa ăn Việt (16 bộ Châu Âu),2019,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị | Tiếng Anh,,,,,,~ 10 lít/lần rửa,Thép không gỉ,,,,
178629,3053859000012,212249,39,133,Bosch,Thổ Nhĩ Kỳ,Thép không gỉ,"Có ngăn chứa muỗng, đũa, dao, kéo | Sấy khô kĩ hơn, vệ sinh máy | Hẹn giờ bắt đầu rửa (từ 1 - 24 tiếng) | Chức năng rửa nhanh | Đèn LED báo hết muối, hết nước làm bóng | Cảm biến độ bẩn của nước - Junger Super AI Cleaning | ComfortLift - Xếp dỡ chén đĩa dễ dàng",,,,,2400W,52 dB,3 - 4 bữa ăn Việt (12 bộ Châu Âu),Đang cập nhật,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị | Tiếng Anh,VarioSpeed - tiết kiệm 50% thời gian rửa,,,,,~ 11.8 lít/lần rửa,Thép không gỉ,,,,
179551,3053859000097,307714,39,347,Hafele,Trung Quốc,Thép không gỉ,"Khoá trẻ em | Đèn LED báo hết muối, hết nước làm bóng",84,59,61,49,1930W,44 dB,3 - 4 bữa ăn Việt (15 bộ Châu Âu),2018,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị | Tiếng Anh,Rửa bằng nước nóng,Extra Dry - Sấy tăng cường,Rửa chuyên sâu | Rửa đồ thủy tinh | Rửa ngâm | Rửa tiêu chuẩn (tiết kiệm) | Rửa thường | Rửa 90 phút | Rửa tự động | Rửa nhanh,166,137,~ 9 lít/lần rửa,Thép không gỉ,Khay dao kéo | Khay trên có thể thay đổi chiều cao | Khay dưới | Khay trên,11790000,11790000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
178564,3053859000007,202733,39,315,Electrolux,Ba Lan,Thép không gỉ,"Hẹn giờ bắt đầu rửa (từ 1 - 24 tiếng) | Chức năng rửa nhanh | Chương trình rửa an toàn cho ly thủy tinh 45°C | Tự động hé cửa ở cuối chương trình | Đèn LED báo hết muối, hết nước làm bóng | Chống tràn và rò rỉ",85,60,62,42,1950W,47 dB,3 - 4 bữa ăn Việt (13 bộ Châu Âu),2019,Máy rửa chén độc lập,Nút nhấn | Màn hình hiển thị | Tiếng Anh,Rửa bằng nước nóng,AirDry | XtraDry,"Rửa đồ thủy tinh | Rửa tiêu chuẩn (tiết kiệm) | Rửa đồ sứ, dao kéo bẩn nhiều | Xả nhanh | Rửa đồ sứ, dao kéo bẩn ít | Rửa tự động",150,172,~ 11 lít/lần rửa,Thép không gỉ,"Khay dưới | Giỏ đựng dao, muỗng, đũa | Khay trên",24990000,24990000,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
178563,3053859000008,202731,39,315,Electrolux,Ba Lan,Thép không gỉ,"Chức năng rửa nhanh | Đèn LED báo hết muối, hết nước làm bóng | Chống tràn và rò rỉ | Hẹn giờ bắt đầu rửa",84,60,64,42,1950W,49 dB,3 - 4 bữa ăn Việt (13 bộ Châu Âu),2019,Máy rửa chén độc lập,Nút nhấn | Tiếng Anh,Rửa bằng nước nóng,AirDry (nhiệt sẵn làm bốc hơi nước + tự động hé cửa),"Rửa tiêu chuẩn (tiết kiệm) | Rửa đồ sứ, dao kéo bẩn nhiều | Rửa chén bát ít bẩn | Xả nhanh | Rửa đồ sứ, dao kéo bẩn ít",150,170,~ 11 lít/lần rửa,Thép không gỉ,"Khay trên có thể thay đổi chiều cao | Khay dưới | Giỏ đựng dao, muỗng, đũa",,,"Cơ hội trúng tủ chăm sóc quần áo trị giá 58 triệu đồng. (Xem chi tiết tại đây) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
