model_code,sku,productidweb,category_code,brand,SIM,Thực hiện cuộc gọi,"Chuẩn chống nước, bụi",Dung lượng pin,Cổng sạc,Thời gian ra mắt,Màn hình hiển thị,Kích thước màn hình,Độ phân giải,Dài,Ngang,Dày,Khối lượng máy,Chip xử lý (CPU),Hệ điều hành,Kết nối,Chất liệu thân vỏ,Phụ kiện đi kèm,Wifi,Thẻ nhớ,Tốc độ CPU,RAM,Chip đồ họa (GPU),Bluetooth,"Cổng tai nghe, headphone",Tính năng đặc biệt,Ghi âm,Radio,Loại pin,Công nghệ pin,Hỗ trợ sạc tối đa,Dung lượng lưu trữ,Dung lượng khả dụng,Quay phim,Tính năng camera sau,Tính năng camera trước,Mạng di động,GPS,giá gốc,giá khuyến mãi,khuyến mãi quà
187847,7008122710500,75044,30,Lenovo,2 Micro SIM (SIM 2 chung khe thẻ nhớ),Có,,4250 mAh,Micro USB,,IPS LCD,"7""",,,,,250 g,Snapdragon 410 4 nhân,,Không,,,Wi-Fi 802.11 a/b/g/n/ac,,1.2 GHz,2 GB,Adreno 306,v4.0,3.5 mm,Chạm 2 lần mở màn hình | Âm thanh Dolby Audio | Thu nhỏ màn hình sử dụng một tay,Có,Có,Li-Ion,,,16 GB,10.1 GB,FullHD 1080p@30fps,Nhận diện khuôn mặt | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Đèn Flash | Gắn thẻ địa lý | Chạm lấy nét,,Hỗ trợ 3G,A-GPS,,,
187455,7008122710300,60683,30,Ipad (Apple),Không có,FaceTime,,23.8 Wh (~ 6471 mAh),Lightning,,Retina IPS LCD,"7.9""",,,,,341 g,Apple A7 2 nhân,iOS 9,Không,,,Wi-Fi 802.11 a/b/g/n,,1.3 GHz,1 GB,IMG PowerVR G6430,Có,3.5 mm,Không,Không,Không,,,,16 GB,Khoảng 10 GB,HD 720p@24fps,Nhận diện khuôn mặt | HDR | Tự động lấy nét (AF) | Gắn thẻ địa lý | Chạm lấy nét,,Không có,GLONASS | GPS,,,
187674,7008122710000,70130,30,Lenovo,,Có,,6400 mAh,Micro USB,,IPS LCD,"8""",,,,,419 g,,,Không,,,Dual-band | Wi-Fi 802.11 a/b/g/n | Wi-Fi hotspot,,,2 GB,,v4.0,3.5 mm,Âm thanh Dolby Audio,Có,Không,,,,16 GB,10.93 GB,Có,Tự động lấy nét (AF) | Gắn thẻ địa lý,,Hỗ trợ 4G,A-GPS,,,
187830,7008122709900,73980,30,Lenovo,2 Micro SIM (SIM 2 chung khe thẻ nhớ),Có,,4250 mAh,Micro USB,,IPS LCD,"7""",,,,,250 g,Snapdragon 410 4 nhân,,Không,,,Dual-band | Wi-Fi hotspot | Wi-Fi Direct | Wi-Fi 802.11 a/b/g/n/ac,,1.2 GHz,1 GB,Adreno 306,v4.0,3.5 mm,Chạm 2 lần mở màn hình | Âm thanh Dolby Audio | Thu nhỏ màn hình sử dụng một tay,Có,Có,Li-Ion,,,16 GB,10.1 GB,FullHD 1080p@30fps,Nhận diện khuôn mặt | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Gắn thẻ địa lý | Chạm lấy nét,,Hỗ trợ 3G,A-GPS,,,"Cơ hội trúng giải sự kiện World Cup tổng giải thưởng đến 150 triệu Xem chi tiết | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng máy lọc nước trị giá 300.000đ"
187831,7008122709800,73980,30,Lenovo,2 Micro SIM (SIM 2 chung khe thẻ nhớ),Có,,4250 mAh,Micro USB,,IPS LCD,"7""",,,,,250 g,Snapdragon 410 4 nhân,,Không,,,Dual-band | Wi-Fi hotspot | Wi-Fi Direct | Wi-Fi 802.11 a/b/g/n/ac,,1.2 GHz,1 GB,Adreno 306,v4.0,3.5 mm,Chạm 2 lần mở màn hình | Âm thanh Dolby Audio | Thu nhỏ màn hình sử dụng một tay,Có,Có,Li-Ion,,,16 GB,10.1 GB,FullHD 1080p@30fps,Nhận diện khuôn mặt | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Gắn thẻ địa lý | Chạm lấy nét,,Hỗ trợ 3G,A-GPS,,,"Cơ hội trúng giải sự kiện World Cup tổng giải thưởng đến 150 triệu Xem chi tiết | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng máy lọc nước trị giá 300.000đ"
187826,7008122709700,73979,30,Lenovo,1 Micro SIM & 1 Nano SIM,Có,,3500 mAh,Micro USB,,IPS LCD,"6.8""",,,,,229 g,Snapdragon 615 8 nhân,Android 5.0,OTG,,,Wi-Fi 802.11 a/b/g/n/ac,,1.5 GHz,2 GB,Adreno 405,v4.0,3.5 mm,,Có,Có,,,,32 GB,Đang cập nhật,Có,Nhận diện khuôn mặt | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Gắn thẻ địa lý | Chạm lấy nét,,Hỗ trợ 4G,A-GPS,,,
187827,7008122709600,73979,30,Lenovo,1 Micro SIM & 1 Nano SIM,Có,,3500 mAh,Micro USB,,IPS LCD,"6.8""",,,,,229 g,Snapdragon 615 8 nhân,Android 5.0,OTG,,,Wi-Fi 802.11 a/b/g/n/ac,,1.5 GHz,2 GB,Adreno 405,v4.0,3.5 mm,,Có,Có,,,,32 GB,Đang cập nhật,Có,Nhận diện khuôn mặt | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Gắn thẻ địa lý | Chạm lấy nét,,Hỗ trợ 4G,A-GPS,,,
187763,7008122709500,71480,30,Lenovo,,Có,,4290 mAh,Micro USB,,LED-backlit IPS LCD,"8""",,,,,360 g,MediaTek MT8735 4 nhân,Android 5.0,Không,,,Wi-Fi 802.11 a/b/g/n | Wi-Fi hotspot,,1.3 GHz,1 GB,Mali-T720 MP2,v4.0,3.5 mm,Âm thanh Dolby Audio,Có,Có,,,,16 GB,10.76 GB,Có,Tự động lấy nét (AF) | Gắn thẻ địa lý,,Hỗ trợ 4G,GPS,,,"Cơ hội trúng giải sự kiện World Cup tổng giải thưởng đến 150 triệu Xem chi tiết | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng máy lọc nước trị giá 300.000đ"
187762,7008122709400,71480,30,Lenovo,,Có,,4290 mAh,Micro USB,,LED-backlit IPS LCD,"8""",,,,,360 g,MediaTek MT8735 4 nhân,Android 5.0,Không,,,Wi-Fi 802.11 a/b/g/n | Wi-Fi hotspot,,1.3 GHz,1 GB,Mali-T720 MP2,v4.0,3.5 mm,Âm thanh Dolby Audio,Có,Có,,,,16 GB,10.76 GB,Có,Tự động lấy nét (AF) | Gắn thẻ địa lý,,Hỗ trợ 4G,GPS,,,"Cơ hội trúng giải sự kiện World Cup tổng giải thưởng đến 150 triệu Xem chi tiết | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng máy lọc nước trị giá 300.000đ"
187804,7008122709300,73457,30,Lenovo,,Có,,3450 mAh,Micro USB,,IPS LCD,"7""",,,,,269 g,MediaTek MT8382 4 nhân,,Không,,,Wi-Fi 802.11 a/b/g/n | Wi-Fi hotspot,,1.3 GHz,1 GB,Mali-400 MP,v4.0,3.5 mm,Âm thanh Dolby Audio,Có,Có,,,,16 GB,12.27 GB,Có,Tự động lấy nét (AF),,Hỗ trợ 3G,A-GPS,,,"Cơ hội trúng giải sự kiện World Cup tổng giải thưởng đến 150 triệu Xem chi tiết | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng máy lọc nước trị giá 300.000đ"
187805,7008122709200,73457,30,Lenovo,,Có,,3450 mAh,Micro USB,,IPS LCD,"7""",,,,,269 g,MediaTek MT8382 4 nhân,,Không,,,Wi-Fi 802.11 a/b/g/n | Wi-Fi hotspot,,1.3 GHz,1 GB,Mali-400 MP,v4.0,3.5 mm,Âm thanh Dolby Audio,Có,Có,,,,16 GB,12.27 GB,Có,Tự động lấy nét (AF),,Hỗ trợ 3G,A-GPS,,,"Cơ hội trúng giải sự kiện World Cup tổng giải thưởng đến 150 triệu Xem chi tiết | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng máy lọc nước trị giá 300.000đ"
187795,7008122709100,73088,30,Ipad (Apple),Không có,FaceTime,,38.5 Wh (~ 10.300 mAh),Lightning,,,"12.9""",,,,,713 g,,iOS 9,Không,,,Wi-Fi 802.11 a/b/g/n/ac,,2.2 GHz,4 GB,,v4.2,3.5 mm,Mở khóa bằng vân tay,Không,Không,,,,32 GB,Đang cập nhật,FullHD 1080p@30fps,Nhận diện khuôn mặt | Nhận diện nụ cười | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Chạm lấy nét,,Không có,A-GPS,,,
187837,7008122709000,73990,30,Ipad (Apple),Không có,FaceTime,,38.5 Wh (~ 10.300 mAh),Lightning,,,"12.9""",,,,,713 g,,iOS 9,Không,,,Dual-band | Wi-Fi 802.11 a/b/g/n/ac,,2.2 GHz,4 GB,,v4.2,3.5 mm,Mở khóa bằng vân tay,Có,Không,,,,128 GB,Đang cập nhật,FullHD 1080p@30fps,Nhận diện khuôn mặt | Nhận diện nụ cười | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Chạm lấy nét,,Không có,A-GPS,,,
187836,7008122708900,73990,30,Ipad (Apple),Không có,FaceTime,,38.5 Wh (~ 10.300 mAh),Lightning,,,"12.9""",,,,,713 g,,iOS 9,Không,,,Dual-band | Wi-Fi 802.11 a/b/g/n/ac,,2.2 GHz,4 GB,,v4.2,3.5 mm,Mở khóa bằng vân tay,Có,Không,,,,128 GB,Đang cập nhật,FullHD 1080p@30fps,Nhận diện khuôn mặt | Nhận diện nụ cười | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Chạm lấy nét,,Không có,A-GPS,,,
187835,7008122708800,73990,30,Ipad (Apple),Không có,FaceTime,,38.5 Wh (~ 10.300 mAh),Lightning,,,"12.9""",,,,,713 g,,iOS 9,Không,,,Dual-band | Wi-Fi 802.11 a/b/g/n/ac,,2.2 GHz,4 GB,,v4.2,3.5 mm,Mở khóa bằng vân tay,Có,Không,,,,128 GB,Đang cập nhật,FullHD 1080p@30fps,Nhận diện khuôn mặt | Nhận diện nụ cười | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Chạm lấy nét,,Không có,A-GPS,,,
187834,7008122708700,73989,30,Ipad (Apple),1 Nano SIM,FaceTime,,38.5 Wh (~ 10.300 mAh),Lightning,,,"12.9""",,,,,713 g,,iOS 9,Không,,,Dual-band | Wi-Fi hotspot | Wi-Fi 802.11 a/b/g/n/ac,,2.2 GHz,4 GB,IMG PowerVR Series 7,v4.2,3.5 mm,Mở khóa bằng vân tay,Không,Không,,,,128 GB,Khoảng 115 GB,FullHD 1080p@30fps,Nhận diện khuôn mặt | Nhận diện nụ cười | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Chạm lấy nét,,Hỗ trợ 4G,A-GPS,,,"Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
187833,7008122708600,73989,30,Ipad (Apple),1 Nano SIM,FaceTime,,38.5 Wh (~ 10.300 mAh),Lightning,,,"12.9""",,,,,713 g,,iOS 9,Không,,,Dual-band | Wi-Fi hotspot | Wi-Fi 802.11 a/b/g/n/ac,,2.2 GHz,4 GB,IMG PowerVR Series 7,v4.2,3.5 mm,Mở khóa bằng vân tay,Không,Không,,,,128 GB,Khoảng 115 GB,FullHD 1080p@30fps,Nhận diện khuôn mặt | Nhận diện nụ cười | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Chạm lấy nét,,Hỗ trợ 4G,A-GPS,,,"Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
187832,7008122708500,73989,30,Ipad (Apple),1 Nano SIM,FaceTime,,38.5 Wh (~ 10.300 mAh),Lightning,,,"12.9""",,,,,713 g,,iOS 9,Không,,,Dual-band | Wi-Fi hotspot | Wi-Fi 802.11 a/b/g/n/ac,,2.2 GHz,4 GB,IMG PowerVR Series 7,v4.2,3.5 mm,Mở khóa bằng vân tay,Không,Không,,,,128 GB,Khoảng 115 GB,FullHD 1080p@30fps,Nhận diện khuôn mặt | Nhận diện nụ cười | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Chạm lấy nét,,Hỗ trợ 4G,A-GPS,,,"Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
187798,7008122708400,73088,30,Ipad (Apple),Không có,FaceTime,,38.5 Wh (~ 10.300 mAh),Lightning,,,"12.9""",,,,,713 g,,iOS 9,Không,,,Wi-Fi 802.11 a/b/g/n/ac,,2.2 GHz,4 GB,,v4.2,3.5 mm,Mở khóa bằng vân tay,Không,Không,,,,32 GB,Đang cập nhật,FullHD 1080p@30fps,Nhận diện khuôn mặt | Nhận diện nụ cười | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Chạm lấy nét,,Không có,A-GPS,,,
187797,7008122708300,73088,30,Ipad (Apple),Không có,FaceTime,,38.5 Wh (~ 10.300 mAh),Lightning,,,"12.9""",,,,,713 g,,iOS 9,Không,,,Wi-Fi 802.11 a/b/g/n/ac,,2.2 GHz,4 GB,,v4.2,3.5 mm,Mở khóa bằng vân tay,Không,Không,,,,32 GB,Đang cập nhật,FullHD 1080p@30fps,Nhận diện khuôn mặt | Nhận diện nụ cười | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Chạm lấy nét,,Không có,A-GPS,,,
187796,7008122708200,73088,30,Ipad (Apple),Không có,FaceTime,,38.5 Wh (~ 10.300 mAh),Lightning,,,"12.9""",,,,,713 g,,iOS 9,Không,,,Wi-Fi 802.11 a/b/g/n/ac,,2.2 GHz,4 GB,,v4.2,3.5 mm,Mở khóa bằng vân tay,Không,Không,,,,32 GB,Đang cập nhật,FullHD 1080p@30fps,Nhận diện khuôn mặt | Nhận diện nụ cười | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Chạm lấy nét,,Không có,A-GPS,,,
187812,7008122708100,73600,30,Wing,,Có,,3400 mAh,Micro USB,,,"7.85""",,,,,330 g,MediaTek MT8382 4 nhân,,Miracast,,,Wi-Fi 802.11 a/b/g/n,,1.3 GHz,1 GB,Mali-400 MP,Có,3.5 mm,,Có,Có,,,,8 GB,5.34 GB,Có,Tự động lấy nét (AF),,,GPS,,,
187816,7008122708000,73648,30,Mobell,,Có,,3800 mAh,Micro USB,,IPS LCD,"8""",,,,,236 g,MediaTek MT6582 4 nhân,,Không,,,Wi-Fi 802.11 a/b/g/n | Wi-Fi hotspot,,1.3 GHz,1 GB,Mali-400,Có,3.5 mm,Âm thanh Dolby Audio,Có,Có,,,,8 GB,Khoảng 3.8 GB,Có,Tự động lấy nét (AF) | Đèn Flash | Gắn thẻ địa lý,,Hỗ trợ 3G,GPS,,,
187815,7008122707900,73648,30,Mobell,,Có,,3800 mAh,Micro USB,,IPS LCD,"8""",,,,,236 g,MediaTek MT6582 4 nhân,,Không,,,Wi-Fi 802.11 a/b/g/n | Wi-Fi hotspot,,1.3 GHz,1 GB,Mali-400,Có,3.5 mm,Âm thanh Dolby Audio,Có,Có,,,,8 GB,Khoảng 3.8 GB,Có,Tự động lấy nét (AF) | Đèn Flash | Gắn thẻ địa lý,,Hỗ trợ 3G,GPS,,,
187814,7008122707800,73648,30,Mobell,,Có,,3800 mAh,Micro USB,,IPS LCD,"8""",,,,,236 g,MediaTek MT6582 4 nhân,,Không,,,Wi-Fi 802.11 a/b/g/n | Wi-Fi hotspot,,1.3 GHz,1 GB,Mali-400,Có,3.5 mm,Âm thanh Dolby Audio,Có,Có,,,,8 GB,Khoảng 3.8 GB,Có,Tự động lấy nét (AF) | Đèn Flash | Gắn thẻ địa lý,,Hỗ trợ 3G,GPS,,,
187806,7008122707700,73547,30,Mobell,1 SIM thường,Có,,2800 mAh,Micro USB,,IPS LCD,"7""",,189,107,8,236,MediaTek MT8321 4 nhân,Android 6.0,OTG,Nhựa nguyên khối,10 W,Wi-Fi 802.11 a/b/g/n | Wi-Fi hotspot,"Micro SD, hỗ trợ tối đa 32 GB",1.3 GHz,1 GB,Mali-400,Có,3.5 mm,Âm thanh Dolby Audio,Có,Có,Li-Ion,,10 W,8 GB,6.2 GB,HD 720p@24fps,Đèn Flash,Quay video Full HD,Hỗ trợ 3G,A-GPS,,,"Cơ hội trúng giải sự kiện World Cup tổng giải thưởng đến 150 triệu Xem chi tiết | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng máy lọc nước trị giá 300.000đ"
187807,7008122707600,73547,30,Mobell,1 SIM thường,Có,,2800 mAh,Micro USB,,IPS LCD,"7""",,189,107,8,236,MediaTek MT8321 4 nhân,Android 6.0,OTG,Nhựa nguyên khối,10 W,Wi-Fi 802.11 a/b/g/n | Wi-Fi hotspot,"Micro SD, hỗ trợ tối đa 32 GB",1.3 GHz,1 GB,Mali-400,Có,3.5 mm,Âm thanh Dolby Audio,Có,Có,Li-Ion,,10 W,8 GB,6.2 GB,HD 720p@24fps,Đèn Flash,Quay video Full HD,Hỗ trợ 3G,A-GPS,,,"Cơ hội trúng giải sự kiện World Cup tổng giải thưởng đến 150 triệu Xem chi tiết | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng máy lọc nước trị giá 300.000đ"
187809,7008122707500,73547,30,Mobell,1 SIM thường,Có,,2800 mAh,Micro USB,,IPS LCD,"7""",,189,107,8,236,MediaTek MT8321 4 nhân,Android 6.0,OTG,Nhựa nguyên khối,10 W,Wi-Fi 802.11 a/b/g/n | Wi-Fi hotspot,"Micro SD, hỗ trợ tối đa 32 GB",1.3 GHz,1 GB,Mali-400,Có,3.5 mm,Âm thanh Dolby Audio,Có,Có,Li-Ion,,10 W,8 GB,6.2 GB,HD 720p@24fps,Đèn Flash,Quay video Full HD,Hỗ trợ 3G,A-GPS,,,"Cơ hội trúng giải sự kiện World Cup tổng giải thưởng đến 150 triệu Xem chi tiết | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng máy lọc nước trị giá 300.000đ"
187819,7008122707400,73766,30,Ipad (Apple),1 Nano SIM,FaceTime,,19.1 Wh (~ 5124 mAh),Lightning,,,"7.9""",,,,,299 g,Apple A8 2 nhân,iOS 9,Không,,,Dual-band | DLNA | Wi-Fi Direct | Wi-Fi 802.11 a/b/g/n/ac,,1.5 GHz,2 GB,,EDR | v4.2 | A2DP,3.5 mm,Mở khóa bằng vân tay,Không,Không,,,,64 GB,52.2 GB,FullHD 1080p@30fps,Gắn thẻ địa lý,,Hỗ trợ 4G,A-GPS,,,
187818,7008122707300,73766,30,Ipad (Apple),1 Nano SIM,FaceTime,,19.1 Wh (~ 5124 mAh),Lightning,,,"7.9""",,,,,299 g,Apple A8 2 nhân,iOS 9,Không,,,Dual-band | DLNA | Wi-Fi Direct | Wi-Fi 802.11 a/b/g/n/ac,,1.5 GHz,2 GB,,EDR | v4.2 | A2DP,3.5 mm,Mở khóa bằng vân tay,Không,Không,,,,64 GB,52.2 GB,FullHD 1080p@30fps,Gắn thẻ địa lý,,Hỗ trợ 4G,A-GPS,,,
187817,7008122707200,73766,30,Ipad (Apple),1 Nano SIM,FaceTime,,19.1 Wh (~ 5124 mAh),Lightning,,,"7.9""",,,,,299 g,Apple A8 2 nhân,iOS 9,Không,,,Dual-band | DLNA | Wi-Fi Direct | Wi-Fi 802.11 a/b/g/n/ac,,1.5 GHz,2 GB,,EDR | v4.2 | A2DP,3.5 mm,Mở khóa bằng vân tay,Không,Không,,,,64 GB,52.2 GB,FullHD 1080p@30fps,Gắn thẻ địa lý,,Hỗ trợ 4G,A-GPS,,,
187801,7008122707100,73089,30,Ipad (Apple),1 Nano SIM,FaceTime,,19.1 Wh (~ 5124 mAh),Lightning,,,"7.9""",,,,,299 g,Apple A8 2 nhân,iOS 9,Không,,,Dual-band | DLNA | Wi-Fi Direct | Wi-Fi 802.11 a/b/g/n/ac,,1.5 GHz,2 GB,IMG PowerVR GX6450,EDR | v4.2 | A2DP,3.5 mm,Mở khóa bằng vân tay,Không,Không,,,,16 GB,Khoảng 10 GB,FullHD 1080p@30fps,Nhận diện khuôn mặt | Nhận diện nụ cười | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Gắn thẻ địa lý | Chạm lấy nét,,Hỗ trợ 4G,A-GPS,,,
187800,7008122707000,73089,30,Ipad (Apple),1 Nano SIM,FaceTime,,19.1 Wh (~ 5124 mAh),Lightning,,,"7.9""",,,,,299 g,Apple A8 2 nhân,iOS 9,Không,,,Dual-band | DLNA | Wi-Fi Direct | Wi-Fi 802.11 a/b/g/n/ac,,1.5 GHz,2 GB,IMG PowerVR GX6450,EDR | v4.2 | A2DP,3.5 mm,Mở khóa bằng vân tay,Không,Không,,,,16 GB,Khoảng 10 GB,FullHD 1080p@30fps,Nhận diện khuôn mặt | Nhận diện nụ cười | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Gắn thẻ địa lý | Chạm lấy nét,,Hỗ trợ 4G,A-GPS,,,
187799,7008122706900,73089,30,Ipad (Apple),1 Nano SIM,FaceTime,,19.1 Wh (~ 5124 mAh),Lightning,,,"7.9""",,,,,299 g,Apple A8 2 nhân,iOS 9,Không,,,Dual-band | DLNA | Wi-Fi Direct | Wi-Fi 802.11 a/b/g/n/ac,,1.5 GHz,2 GB,IMG PowerVR GX6450,EDR | v4.2 | A2DP,3.5 mm,Mở khóa bằng vân tay,Không,Không,,,,16 GB,Khoảng 10 GB,FullHD 1080p@30fps,Nhận diện khuôn mặt | Nhận diện nụ cười | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Gắn thẻ địa lý | Chạm lấy nét,,Hỗ trợ 4G,A-GPS,,,
187822,7008122706800,73767,30,Ipad (Apple),Không có,FaceTime,,19.1 Wh (~ 5124 mAh),Lightning,,,"7.9""",,,,,299 g,Apple A8 2 nhân,iOS 9,Không,,,Dual-band | DLNA | Wi-Fi Direct | Wi-Fi 802.11 a/b/g/n/ac,,1.5 GHz,2 GB,IMG PowerVR GX6450,EDR | v4.2 | A2DP,3.5 mm,Mở khóa bằng vân tay,Không,Không,,,,64 GB,Khoảng 54 GB,FullHD 1080p@30fps,Nhận diện khuôn mặt | Nhận diện nụ cười | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Gắn thẻ địa lý | Chạm lấy nét,,Không có,A-GPS,,,
187821,7008122706700,73767,30,Ipad (Apple),Không có,FaceTime,,19.1 Wh (~ 5124 mAh),Lightning,,,"7.9""",,,,,299 g,Apple A8 2 nhân,iOS 9,Không,,,Dual-band | DLNA | Wi-Fi Direct | Wi-Fi 802.11 a/b/g/n/ac,,1.5 GHz,2 GB,IMG PowerVR GX6450,EDR | v4.2 | A2DP,3.5 mm,Mở khóa bằng vân tay,Không,Không,,,,64 GB,Khoảng 54 GB,FullHD 1080p@30fps,Nhận diện khuôn mặt | Nhận diện nụ cười | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Gắn thẻ địa lý | Chạm lấy nét,,Không có,A-GPS,,,
187820,7008122706600,73767,30,Ipad (Apple),Không có,FaceTime,,19.1 Wh (~ 5124 mAh),Lightning,,,"7.9""",,,,,299 g,Apple A8 2 nhân,iOS 9,Không,,,Dual-band | DLNA | Wi-Fi Direct | Wi-Fi 802.11 a/b/g/n/ac,,1.5 GHz,2 GB,IMG PowerVR GX6450,EDR | v4.2 | A2DP,3.5 mm,Mở khóa bằng vân tay,Không,Không,,,,64 GB,Khoảng 54 GB,FullHD 1080p@30fps,Nhận diện khuôn mặt | Nhận diện nụ cười | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Gắn thẻ địa lý | Chạm lấy nét,,Không có,A-GPS,,,
187825,7008122706500,73768,30,Ipad (Apple),Không có,FaceTime,,19.1 Wh (~ 5124 mAh),Lightning,,,"7.9""",,,,,299 g,Apple A8 2 nhân,iOS 9,Không,,,Dual-band | DLNA | Wi-Fi Direct | Wi-Fi 802.11 a/b/g/n/ac,,1.5 GHz,2 GB,,EDR | v4.2 | A2DP,3.5 mm,Mở khóa bằng vân tay,Không,Không,,,,16 GB,Khoảng 10 GB,FullHD 1080p@30fps,Nhận diện khuôn mặt | Nhận diện nụ cười | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Gắn thẻ địa lý | Chạm lấy nét,,Không có,A-GPS,,,
187824,7008122706400,73768,30,Ipad (Apple),Không có,FaceTime,,19.1 Wh (~ 5124 mAh),Lightning,,,"7.9""",,,,,299 g,Apple A8 2 nhân,iOS 9,Không,,,Dual-band | DLNA | Wi-Fi Direct | Wi-Fi 802.11 a/b/g/n/ac,,1.5 GHz,2 GB,,EDR | v4.2 | A2DP,3.5 mm,Mở khóa bằng vân tay,Không,Không,,,,16 GB,Khoảng 10 GB,FullHD 1080p@30fps,Nhận diện khuôn mặt | Nhận diện nụ cười | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Gắn thẻ địa lý | Chạm lấy nét,,Không có,A-GPS,,,
187823,7008122706300,73768,30,Ipad (Apple),Không có,FaceTime,,19.1 Wh (~ 5124 mAh),Lightning,,,"7.9""",,,,,299 g,Apple A8 2 nhân,iOS 9,Không,,,Dual-band | DLNA | Wi-Fi Direct | Wi-Fi 802.11 a/b/g/n/ac,,1.5 GHz,2 GB,,EDR | v4.2 | A2DP,3.5 mm,Mở khóa bằng vân tay,Không,Không,,,,16 GB,Khoảng 10 GB,FullHD 1080p@30fps,Nhận diện khuôn mặt | Nhận diện nụ cười | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Gắn thẻ địa lý | Chạm lấy nét,,Không có,A-GPS,,,
187813,7008122706200,73600,30,Wing,,Có,,3400 mAh,Micro USB,,,"7.85""",,,,,330 g,MediaTek MT8382 4 nhân,,Miracast,,,Wi-Fi 802.11 a/b/g/n,,1.3 GHz,1 GB,Mali-400 MP,Có,3.5 mm,,Có,Có,,,,8 GB,5.34 GB,Có,Tự động lấy nét (AF),,,GPS,,,
187811,7008122706100,73600,30,Wing,,Có,,3400 mAh,Micro USB,,,"7.85""",,,,,330 g,MediaTek MT8382 4 nhân,,Miracast,,,Wi-Fi 802.11 a/b/g/n,,1.3 GHz,1 GB,Mali-400 MP,Có,3.5 mm,,Có,Có,,,,8 GB,5.34 GB,Có,Tự động lấy nét (AF),,,GPS,,,
187810,7008122706000,73600,30,Wing,,Có,,3400 mAh,Micro USB,,,"7.85""",,,,,330 g,MediaTek MT8382 4 nhân,,Miracast,,,Wi-Fi 802.11 a/b/g/n,,1.3 GHz,1 GB,Mali-400 MP,Có,3.5 mm,,Có,Có,,,,8 GB,5.34 GB,Có,Tự động lấy nét (AF),,,GPS,,,
