model_code,sku,productidweb,category_code,brand_id,brand,Công nghệ làm lạnh,Sản xuất tại,Điện năng tiêu thụ,Công nghệ tiết kiệm điện,Tiện ích,Khối lượng máy,Bảo hành bộ phận,Loại máy,Công suất đầu ra,Nhãn năng lượng,Dài ống đồng,Cao lắp đặt,Chất liệu dàn tản nhiệt,Độ ồn,Dòng điện vào,Kích thước ống đồng,Số lượng,Dài phụ kiện chính,Độ dày phụ kiện chính,Khối lượng phụ kiện chính,Cao phụ kiện phụ,Dài phụ kiện phụ,Độ dày phụ kiện phụ,Khối lượng phụ kiện phụ,Dòng điện hoạt động,"Chuẩn chống nước, bụi",Loại Inverter,Chế độ gió,Dòng sản phẩm,Phạm vi sử dụng,Loại Gas,Bảo hành động cơ,Cao phụ kiện chính,Cao phụ kiện chính 2,Dài phụ kiện chính 2,Độ dày phụ kiện chính 2,giá gốc,giá khuyến mãi,khuyến mãi quà
178734,3051098001180,222569,36,9,Comfee,Turbo,Việt Nam,0,Không có,"Hẹn giờ bật, tắt máy | Chức năng hút ẩm | Chế độ ngủ đêm tránh buốt | Công nghệ tản nhiệt mạ vàng | Remote có đèn nền | Follow me - chức năng cài đặt nhiệt độ tại vị trí remote | Chức năng tự làm sạch",,2 năm,Máy lạnh 1 chiều (chỉ làm lạnh),Không,2 sao (Hiệu suất năng lượng 3.51),Tối đa 20m,8m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm mạ Vàng,34 / 51.5 dB,Dàn lạnh,6/10,Khoảng 7000 trang A4,80,20,8,43,74,26,23,,Bộ lọc 2 lớp HD,Máy lạnh không Inverter,Đảo gió lên xuống tự động,2020,Dưới 15m² (từ 30 đến 45m³),R-32,Máy nén 2 năm,28,,,,,,"Cơ hội trúng 30 iPhone 17 Pro 256G Xem chi tiết | 1 đổi 1 trong 1 năm nếu sản phẩm lỗi kỹ thuật (Liên hệ Hãng kiểm tra lỗi và đổi) (Xem chi tiết tại đây) | Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
178828,3051098001295,234633,36,8,LG,Jet Cool,Thái Lan,1,Dual Inverter | Energy Ctrl - Kiểm soát năng lượng chủ động 4 mức,"Hẹn giờ bật, tắt máy | Màn hình hiển thị nhiệt độ trên dàn lạnh | Thổi gió dễ chịu (cho trẻ em, người già) | Chế độ ngủ đêm tránh buốt | Tự khởi động lại khi có điện",,2 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,5 sao (Hiệu suất năng lượng 5.42),Tối đa 30m,20 m,,32/47 dB(A),Dàn nóng,6/16,Khoảng 7000 trang A4,99,21,11,65,97,38,42,,Màng lọc sơ cấp,Máy lạnh Inverter,Đảo gió lên xuống trái phải tự động,2021,Từ 30 - 40m² (từ 80 đến 120m³),R-32,Máy nén 10 năm,34,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
178842,3051098001297,235585,36,2,Samsung,Fast Cool & Comfort Cool,Trung Quốc,0,Eco | Digital Inverter,"Chế độ ngủ đêm Sleep cho người già, trẻ nhỏ | Hẹn giờ bật, tắt máy | Màn hình hiển thị nhiệt độ trên dàn lạnh | Chức năng 2-Way Auto Swing | Dàn tản nhiệt phủ lớp chống ăn mòn Durafin | Tự khởi động lại khi có điện",,2 năm,Máy lạnh 1 chiều (chỉ làm lạnh),Không,5 sao (Hiệu suất năng lượng 4.50 ),Tối đa 25m,10m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,35-45/58 dB,Dàn lạnh,6/10,Khoảng 7000 trang A4,81,19,8,49,78,26,21,1 pha,Bộ lọc HD giúp lọc sạch không khí,Máy lạnh Inverter,Đảo gió lên xuống tự động,2020,Dưới 15m² (từ 30 đến 45m³),R-32,Máy nén 10 năm,28,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
178845,3051098001307,235769,36,186,Midea,Boost,Trung Quốc,0,Inverter Quattro | Eco | Điều chỉnh 3 mức công suất hoạt động,"Thiết kế không bị đọng nước | Hẹn giờ bật, tắt máy | Màn hình hiển thị nhiệt độ trên dàn lạnh | Hoạt động siêu êm Quiet | Chế độ ngủ đêm tránh buốt | Chức năng ghi nhớ góc đảo gió | Dàn nóng thiết kế mặt cắt kim cương | Chế độ làm lạnh dễ chịu | Công nghệ tản nhiệt mạ vàng | Remote có đèn nền | Điều khiển độ ẩm | Cảnh báo rò rỉ gas | Follow me - chức năng cài đặt nhiệt độ tại vị trí remote | Tự khởi động lại khi có điện | Chức năng tự làm sạch",,3 năm,Máy lạnh 2 chiều (có sưởi ấm),,5 sao (Hiệu suất năng lượng 7.06),Tối đa 25m,10m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm mạ Vàng,21-40/ 55 dB,Dàn nóng,6/10,Khoảng 7000 trang A4,93,19,10,55,88,31,29,,Bộ lọc bụi 2 lớp HD,Máy lạnh Inverter,Đảo gió lên xuống trái phải tự động,2021,Dưới 15m² (từ 30 đến 45m³),R-32,Máy nén 5 năm,31,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
178846,3051098001308,235770,36,186,Midea,Turbo,Trung Quốc,1,Không có,"Hẹn giờ bật, tắt máy | Chế độ ngủ đêm tránh buốt | Dàn nóng thiết kế mặt cắt kim cương | Công nghệ tản nhiệt mạ vàng | Chế độ chỉ sử dụng quạt Fan Only - chỉ làm mát, không làm lạnh | Cảnh báo rò rỉ gas",,3 năm,Máy lạnh 2 chiều (có sưởi ấm),8.500 BTU,2 sao (Hiệu suất năng lượng 3.41),Tối đa 20m,8m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,25-38/52 dB,Dàn lạnh,6/10,Khoảng 7000 trang A4,79,19,10,49,81,26,28,,Bộ lọc bụi 2 lớp HD,Máy lạnh không Inverter,Đảo gió lên xuống tự động,2021,Dưới 15m² (từ 30 đến 45m³),R-410A,Máy nén 5 năm,18,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
178847,3051098001310,235772,36,9,Comfee,Turbo,Trung Quốc,0,Không có,"Hẹn giờ bật, tắt máy | Chế độ ngủ đêm tránh buốt | Công nghệ tản nhiệt mạ vàng | Khóa remote điều khiển | Chế độ chỉ sử dụng quạt Fan Only - chỉ làm mát, không làm lạnh | Follow me - chức năng cài đặt nhiệt độ tại vị trí remote | Chức năng tự làm sạch",,2 năm,Máy lạnh 1 chiều (chỉ làm lạnh),Không,3 sao (Hiệu suất năng lượng 3.68),Tối đa 20m,8m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm mạ Vàng,40.5/52 dB,Dàn lạnh,6/10,Khoảng 7000 trang A4,79,21,8,49,82,25,23,,Bộ lọc 2 lớp HD,Máy lạnh không Inverter,Đảo gió lên xuống tự động,2021,Dưới 15m² (từ 30 đến 45m³),R-32,Máy nén 12 năm,28,,,,,,"Cơ hội trúng 30 iPhone 17 Pro 256G Xem chi tiết | 1 đổi 1 trong 1 năm nếu sản phẩm lỗi kỹ thuật (Liên hệ Hãng kiểm tra lỗi và đổi) (Xem chi tiết tại đây) | Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179006,3051098001355,256650,36,7,Panasonic,Powerful,Malaysia,1,Inverter | ECO tích hợp A.I,"Hẹn giờ bật, tắt máy | Chức năng hút ẩm",,1 năm,Máy lạnh 2 chiều (có sưởi ấm),,5 sao (Hiệu suất năng lượng 6.83),Tối đa 30m,20m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,40 - 48/54 dB,Dàn lạnh,6/12,Khoảng 7000 trang A4,104,24,12,61,93,32,42,,Nanoe-G lọc bụi mịn PM2.5,Máy lạnh Inverter,,2021,Từ 20 - 30m² (từ 60 đến 80m³),R-32,Máy nén 7 năm - Yêu cầu kích hoạt điện tử thành công,29,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179162,3051098001457,282875,36,8,LG,Jet Cool,Thái Lan,1,Dual Inverter | Energy Ctrl - Kiểm soát năng lượng chủ động 4 mức,"Hẹn giờ bật, tắt máy | Điều khiển bằng điện thoại, có Wi-Fi | Màn hình hiển thị nhiệt độ trên dàn lạnh | Thổi gió dễ chịu (cho trẻ em, người già) | Chế độ ngủ đêm tránh buốt | Công nghệ Gold-Fin chống ăn mòn | Chức năng tự chẩn đoán lỗi | Tự khởi động lại khi có điện | Chức năng tự làm sạch",,2 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,5 sao (Hiệu suất năng lượng 5.29),Tối đa 20m,15m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,27 - 41/50 dB,Dàn lạnh,6/10,Khoảng 7000 trang A4,83,18,8,50,80,24,23,,Màng lọc sơ cấp | Màng lọc dị ứng | Lọc khí Ion Plasmaster tăng cường | Tạo ion lọc không khí,Máy lạnh Inverter,Đảo gió lên xuống trái phải tự động,2022,Từ 15 - 20m² (từ 40 đến 60m³),R-32,Máy nén 10 năm,31,,,,,,
179266,3051098001488,287669,36,12,Sharp,Super Jet,Thái Lan,0,Eco | J-Tech Inverter,"Chế độ ngủ đêm Best Sleep | Chế độ Baby cho người già, trẻ nhỏ | Chế độ Breeze (gió tự nhiên) | Hẹn giờ bật, tắt máy | Thổi gió dễ chịu (cho trẻ em, người già) | 7 tính năng bảo vệ an toàn, bền bỉ | Tự khởi động lại khi có điện",,1 năm,Máy lạnh 1 chiều (chỉ làm lạnh),Không,5 sao (Hiệu suất năng lượng 5.04),Tối đa 15m,7m,Hợp kim nhôm vi dẫn Microchannel chống ăn mòn,38/21 dB,Dàn lạnh,6/10,Khoảng 7000 trang A4,84,20,7,49,68,29,19,,Lưới lọc bụi polypropylene,Máy lạnh Inverter,Đảo gió lên xuống tự động,2022,Dưới 15m² (từ 30 đến 45m³),R-32,Máy nén 10 năm,29,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179435,3051098001524,302745,36,10,Casper,Turbo,Thái Lan,0,Công nghệ I-Save,Chức năng tự động làm sạch iClean | Màn hình hiển thị nhiệt độ trên dàn lạnh | Cảm biến nhiệt độ iFeel | Cơ chế bảo vệ an toàn kép phát hiện rò rỉ thông minh | Tự khởi động lại khi có điện,,3 năm,Máy lạnh 1 chiều (chỉ làm lạnh),Không,5 sao (Hiệu suất năng lượng 4.45),Tối đa 20m,10m,Ống dẫn gas bằng Đồng mạ vàng - Lá tản nhiệt bằng Nhôm mạ vàng,Dàn lạnh: 35 dB - Dàn nóng: 50 dB,Dàn lạnh,6/10,Khoảng 7000 trang A4,70,19,7,45,70,23,16,1 pha,Không có,Máy lạnh Inverter,"Đảo gió lên xuống tự động, trái phải tùy chỉnh tay",2023,Dưới 15m² (từ 30 đến 45m³),R-32,Máy nén 12 năm,28,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179478,3051098001540,303862,36,187,Aqua,Turbo,Thái Lan,0,Inverter | Eco,Chức năng tự làm sạch dàn lạnh Self Clean | Chế độ Health Air Flow | Màn hình hiển thị nhiệt độ trên dàn lạnh | Chức năng hút ẩm | Sleep Mode | Chức năng tự chẩn đoán lỗi | Tự khởi động lại khi có điện,,2 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,5 sao (Hiệu suất năng lượng 4.76),Tối đa 15m,10m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm phủ BlueFin,24 -39 dB,Dàn lạnh,6/10,Khoảng 7000 trang A4,80,20,8,43,77,26,18,1 pha,Công nghệ UVC Pro | Bộ lọc PM2.5,Máy lạnh Inverter,,2023,Dưới 15m² (từ 30 đến 45m³),R-32,Máy nén 10 năm,29,,,,10990000,9990000,"1 đổi 1 trong 730 ngày nếu sản phẩm lỗi kỹ thuật (Liên hệ Hãng kiểm tra lỗi và đổi) | Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179533,3051098001559,306109,36,13,Funiki,Turbo,Thái Lan/Malaysia,0,Inverter | Eco,Màn hình hiển thị nhiệt độ trên dàn lạnh | Khóa remote điều khiển | Sleep Mode | Chức năng tự chẩn đoán lỗi | Tự khởi động lại khi có điện | Chức năng tự làm sạch,,,Máy lạnh 1 chiều (chỉ làm lạnh),Không,5 sao (Hiệu suất năng lượng 4.50 ),Tối thiểu 5m - Tối đa 15m,5m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm được phủ lớp Golden Fin,34dB,Dàn lạnh,6/10,Khoảng 7000 trang A4,72,19,9,49,81,27,23,1 pha,Không có,Máy lạnh Inverter,"Đảo gió lên xuống tự động, trái phải tùy chỉnh tay",2022,Dưới 15m² (từ 30 đến 45m³),R-32,Máy nén 2 năm,28,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
179534,3051098001560,306110,36,13,Funiki,Turbo,Thái Lan/Malaysia,1,Inverter | Eco,Màn hình hiển thị nhiệt độ trên dàn lạnh | Sleep Mode | Chức năng tự chẩn đoán lỗi | Tự khởi động lại khi có điện,,2 năm,Máy lạnh 1 chiều (chỉ làm lạnh),,5 sao (Hiệu suất năng lượng 4.89),Tối thiểu 5m - Tối đa 15m,5m,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm được phủ lớp Golden Fin,35 dB,Dàn lạnh,,Khoảng 7000 trang A4,80,19,10,49,72,27,23,,Không có,Máy lạnh Inverter,"Đảo gió lên xuống tự động, trái phải tùy chỉnh tay",2022,Từ 15 - 20m² (từ 40 đến 60m³),R-32,Máy nén 2 năm,28,,,,,,
179581,3051098001590,310223,36,10,Casper,Turbo,Thái Lan,0,Inverter | Eco,"Cấp khí tươi Fresh Air | Thổi gió êm dịu AirFree | Hẹn giờ bật, tắt máy | Màn hình hiển thị nhiệt độ trên dàn lạnh | Cơ chế bảo vệ an toàn kép phát hiện rò rỉ thông minh | Chức năng Smart - Tự động cảm biến nhiệt độ phòng | Chế độ chỉ sử dụng quạt Fan Only - chỉ làm mát, không làm lạnh | Chức năng khử ẩm | Tự khởi động lại khi có điện | Chức năng tự làm sạch",,3 năm,Máy lạnh 2 chiều (có sưởi ấm),,5 sao (Hiệu suất năng lượng 5.75),Tối thiểu 3m - Tối đa 20m,5m,Ống dẫn gas bằng Đồng mạ vàng - Lá tản nhiệt bằng Nhôm mạ vàng,Dàn lạnh: 37 dB - Dàn nóng: 50dB,Dàn lạnh,6/10,Khoảng 7000 trang A4,96,21,8,53,80,27,22,1 pha,Tấm lọc HEPA,Máy lạnh Inverter,Đảo gió lên xuống trái phải tự động,2023,Dưới 15m² (từ 30 đến 45m³),R-32,Máy nén 12 năm,30,,,,15990000,10690000,"1 đổi 1 trong 1 năm nếu sản phẩm lỗi kỹ thuật (Liên hệ Hãng kiểm tra lỗi và đổi) | Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng mua Tivi và Loa karaoke trị giá 500,000đ Xem chi tiết | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
